month_year,open_avg,close_avg,high_avg,low_avg,volume_avg,days_count,diff,range_avg,symbol,month,is_2026_projection
2024-01,452.75,451.8095238095238,455.92857142857144,448.04761904761904,113108.42857142857,21,-0.940476190476204,7.880952380952408,ZC.c.0,01/24,False
2024-02,424.95,423.6625,428.2,420.475,79281.2,20,-1.287499999999966,7.724999999999966,ZC.c.0,02/24,False
2024-03,428.1875,429.8125,432.925,425.65,52167.5,20,1.625,7.275000000000034,ZC.c.0,03/24,False
2024-04,434.57954545454544,434.7613636363636,437.82954545454544,431.1818181818182,74669.0,22,0.18181818181818699,6.647727272727252,ZC.c.0,04/24,False
2024-05,455.17045454545456,454.8863636363636,459.8636363636364,450.92045454545456,71043.54545454546,22,-0.28409090909093493,8.943181818181813,ZC.c.0,05/24,False
2024-06,441.57894736842104,439.07894736842104,445.67105263157896,435.7236842105263,104808.68421052632,19,-2.5,9.947368421052659,ZC.c.0,06/24,False
2024-07,398.9431818181818,398.72727272727275,403.20454545454544,394.7613636363636,47328.63636363636,22,-0.21590909090906507,8.443181818181813,ZC.c.0,07/24,False
2024-08,376.53409090909093,376.7386363636364,380.2386363636364,372.8068181818182,52464.0,22,0.20454545454543904,7.431818181818187,ZC.c.0,08/24,False
2024-09,398.7,400.675,403.5,396.1,76601.2,20,1.9750000000000227,7.399999999999977,ZC.c.0,09/24,False
2024-10,416.1847826086956,416.0978260869565,419.5652173913044,413.2391304347826,143711.04347826086,23,-0.08695652173912549,6.326086956521749,ZC.c.0,10/24,False
2024-11,423.35,424.275,427.3,420.4625,108674.95,20,0.9249999999999545,6.837500000000034,ZC.c.0,11/24,False
2024-12,438.2142857142857,439.7142857142857,441.89285714285717,436.1547619047619,64689.380952380954,21,1.5,5.738095238095241,ZC.c.0,12/24,False
2025-01,473.5952380952381,475.25,478.64285714285717,470.4166666666667,173236.90476190476,21,1.6547619047619264,8.226190476190482,ZC.c.0,01/25,False
2025-02,488.5657894736842,487.42105263157896,493.5263157894737,482.75,101123.52631578948,19,-1.1447368421052602,10.7763157894737,ZC.c.0,02/25,False
2025-03,454.39285714285717,454.0595238095238,458.0357142857143,448.9404761904762,60309.47619047619,21,-0.33333333333337123,9.095238095238074,ZC.c.0,03/25,False
2025-04,472.0,473.0238095238095,477.2857142857143,468.1904761904762,77536.09523809524,21,1.0238095238095184,9.095238095238074,ZC.c.0,04/25,False
2025-05,450.8809523809524,449.1309523809524,454.17857142857144,446.0952380952381,55337.666666666664,21,-1.75,8.083333333333371,ZC.c.0,05/25,False
2025-06,431.6,430.2375,436.25,426.875,79370.0,20,-1.3625000000000114,9.375,ZC.c.0,06/25,False
2025-07,406.9431818181818,406.77272727272725,410.21590909090907,402.25,39204.40909090909,22,-0.17045454545456096,7.965909090909065,ZC.c.0,07/25,False
2025-08,383.2857142857143,383.7738095238095,387.0952380952381,380.0,45691.666666666664,21,0.4880952380952408,7.095238095238074,ZC.c.0,08/25,False
2025-09,413.82142857142856,413.4404761904762,416.73809523809524,410.4404761904762,70088.76190476191,21,-0.3809523809523512,6.297619047619037,ZC.c.0,09/25,False
2025-10,418.359375,419.21875,421.5625,415.84375,130785.0625,16,0.859375,5.71875,ZC.c.0,10/25,False
2024-01,464.1190476190476,463.0952380952381,466.98809523809524,459.5357142857143,21513.0,21,-1.0238095238095184,7.452380952380963,ZC.c.1,01/24,False
2024-02,437.4375,436.3,440.5875,433.1625,63112.0,20,-1.1374999999999886,7.4249999999999545,ZC.c.1,02/24,False
2024-03,441.2875,442.2375,445.675,437.725,66543.4,20,0.9499999999999886,7.949999999999989,ZC.c.1,03/24,False
2024-04,446.03409090909093,445.97727272727275,449.1363636363636,442.52272727272725,62299.40909090909,22,-0.056818181818186986,6.613636363636374,ZC.c.1,04/24,False
2024-05,465.5568181818182,465.5113636363636,470.57954545454544,461.42045454545456,84081.59090909091,22,-0.04545454545456096,9.159090909090878,ZC.c.1,05/24,False
2024-06,447.36842105263156,444.89473684210526,451.30263157894734,441.6578947368421,57617.15789473684,19,-2.473684210526301,9.64473684210526,ZC.c.1,06/24,False
2024-07,407.4318181818182,406.90909090909093,411.97727272727275,402.84090909090907,99480.86363636363,22,-0.5227272727272521,9.136363636363683,ZC.c.1,07/24,False
2024-08,397.04545454545456,397.4886363636364,400.625,393.625,107188.81818181818,22,0.443181818181813,7.0,ZC.c.1,08/24,False
2024-09,419.1,420.575,423.5625,416.0875,78057.85,20,1.474999999999966,7.475000000000023,ZC.c.1,09/24,False
2024-10,431.6847826086956,431.6195652173913,435.0,428.80434782608694,36875.217391304344,23,-0.0652173913043157,6.195652173913061,ZC.c.1,10/24,False
2024-11,434.8875,435.625,438.675,432.175,72727.9,20,0.7375000000000114,6.5,ZC.c.1,11/24,False
2024-12,445.7142857142857,447.4047619047619,449.48809523809524,443.92857142857144,81870.47619047618,21,1.690476190476204,5.559523809523796,ZC.c.1,12/24,False
2025-01,482.4404761904762,484.48809523809524,487.82142857142856,479.54761904761904,43889.57142857143,21,2.047619047619037,8.273809523809518,ZC.c.1,01/25,False
2025-02,501.6578947368421,500.9605263157895,506.69736842105266,496.30263157894734,93153.94736842105,19,-0.6973684210526017,10.394736842105317,ZC.c.1,02/25,False
2025-03,465.3452380952381,464.4404761904762,469.7738095238095,459.42857142857144,102942.76190476191,21,-0.9047619047618696,10.345238095238074,ZC.c.1,03/25,False
2025-04,479.20238095238096,480.3333333333333,484.39285714285717,475.5238095238095,74226.80952380953,21,1.1309523809523512,8.869047619047649,ZC.c.1,04/25,False
2025-05,443.7738095238095,441.6309523809524,447.54761904761904,438.64285714285717,78779.90476190476,21,-2.1428571428571104,8.90476190476187,ZC.c.1,05/25,False
2025-06,421.7875,421.0,425.6125,418.0,47433.4,20,-0.7875000000000227,7.612500000000011,ZC.c.1,06/25,False
2025-07,412.6136363636364,412.8863636363636,416.4318181818182,409.0113636363636,85373.90909090909,22,0.27272727272725206,7.420454545454561,ZC.c.1,07/25,False
2025-08,405.7857142857143,406.4047619047619,409.35714285714283,402.5595238095238,116640.52380952382,21,0.6190476190476488,6.797619047619037,ZC.c.1,08/25,False
2025-09,431.9166666666667,432.07142857142856,435.23809523809524,428.89285714285717,69467.09523809524,21,0.15476190476186957,6.345238095238074,ZC.c.1,09/25,False
2025-10,433.9375,434.515625,436.703125,431.5625,29185.8125,16,0.578125,5.140625,ZC.c.1,10/25,False
2024-01,473.42857142857144,472.2261904761905,475.95238095238096,468.9166666666667,13670.095238095239,21,-1.2023809523809632,7.035714285714278,ZC.c.2,01/24,False
2024-02,447.6375,446.7,450.5875,443.7125,21836.3,20,-0.9375,6.875,ZC.c.2,02/24,False
2024-03,451.675,452.7125,455.8625,448.3125,18770.9,20,1.037499999999966,7.550000000000011,ZC.c.2,03/24,False
2024-04,455.64772727272725,455.45454545454544,458.5113636363636,452.3863636363636,10457.045454545454,22,-0.19318181818181301,6.125,ZC.c.2,04/24,False
2024-05,476.9318181818182,477.09090909090907,481.7386363636364,473.14772727272725,35693.954545454544,22,0.15909090909087809,8.590909090909122,ZC.c.2,05/24,False
2024-06,459.6578947368421,457.30263157894734,463.5921052631579,454.10526315789474,94930.84210526316,19,-2.35526315789474,9.486842105263179,ZC.c.2,06/24,False
2024-07,421.04545454545456,420.67045454545456,425.34090909090907,416.77272727272725,54797.36363636364,22,-0.375,8.568181818181813,ZC.c.2,07/24,False
2024-08,414.92045454545456,415.4886363636364,418.29545454545456,411.6818181818182,18471.0,22,0.568181818181813,6.613636363636374,ZC.c.2,08/24,False
2024-09,433.1,434.625,437.4,430.2375,17544.15,20,1.5249999999999773,7.162499999999966,ZC.c.2,09/24,False
2024-10,440.05434782608694,439.8695652173913,443.17391304347825,437.29347826086956,10127.0,23,-0.18478260869562746,5.880434782608688,ZC.c.2,10/24,False
2024-11,442.1875,442.725,445.6125,439.5,14363.1,20,0.5375000000000227,6.112500000000011,ZC.c.2,11/24,False
2024-12,450.20238095238096,451.85714285714283,453.92857142857144,448.54761904761904,19751.761904761905,21,1.6547619047618696,5.380952380952408,ZC.c.2,12/24,False
2025-01,484.9642857142857,487.04761904761904,490.10714285714283,482.17857142857144,24548.761904761905,21,2.0833333333333144,7.928571428571388,ZC.c.2,01/25,False
2025-02,505.13157894736844,504.7105263157895,509.9736842105263,500.2763157894737,31905.842105263157,19,-0.42105263157895934,9.697368421052602,ZC.c.2,02/25,False
2025-03,456.10714285714283,455.14285714285717,459.6190476190476,450.9642857142857,33047.28571428572,21,-0.9642857142856656,8.65476190476187,ZC.c.2,03/25,False
2025-04,445.2738095238095,445.82142857142856,449.3095238095238,442.25,18353.761904761905,21,0.5476190476190368,7.059523809523796,ZC.c.2,04/25,False
2025-05,439.1666666666667,438.17857142857144,442.4047619047619,435.6309523809524,38119.76190476191,21,-0.9880952380952408,6.773809523809518,ZC.c.2,05/25,False
2025-06,437.4875,436.725,440.9625,433.825,70115.15,20,-0.7624999999999886,7.137499999999989,ZC.c.2,06/25,False
2025-07,429.46590909090907,429.8181818181818,433.22727272727275,425.875,51006.5,22,0.35227272727274794,7.352272727272748,ZC.c.2,07/25,False
2025-08,423.2261904761905,423.98809523809524,426.67857142857144,420.14285714285717,19943.333333333332,21,0.7619047619047592,6.535714285714278,ZC.c.2,08/25,False
2025-09,444.9404761904762,445.0833333333333,448.1547619047619,442.10714285714283,14419.952380952382,21,0.14285714285711038,6.047619047619094,ZC.c.2,09/25,False
2025-10,442.921875,443.359375,445.53125,440.71875,10130.4375,16,0.4375,4.8125,ZC.c.2,10/25,False
2024-01,477.70238095238096,476.5952380952381,479.95238095238096,473.60714285714283,4297.380952380952,21,-1.1071428571428896,6.34523809523813,ZC.c.3,01/24,True
2024-02,454.9125,454.0875,457.65,451.2625,5634.0,20,-0.8250000000000455,6.387499999999989,ZC.c.3,02/24,True
2024-03,462.1375,463.2625,466.1,459.025,14943.45,20,1.125,7.0750000000000455,ZC.c.3,03/24,True
2024-04,470.40909090909093,470.32954545454544,473.22727272727275,467.29545454545456,22735.81818181818,22,-0.07954545454549589,5.931818181818187,ZC.c.3,04/24,True
2024-05,489.45454545454544,489.64772727272725,493.875,485.92045454545456,26518.863636363636,22,0.19318181818181301,7.954545454545439,ZC.c.3,05/24,True
2024-06,471.38157894736844,469.07894736842104,474.9078947368421,466.0131578947368,11230.0,19,-2.3026315789473983,8.89473684210526,ZC.c.3,06/24,True
2024-07,432.7613636363636,432.29545454545456,436.71590909090907,428.60227272727275,10402.40909090909,22,-0.46590909090906507,8.113636363636317,ZC.c.3,07/24,True
2024-08,425.625,425.9318181818182,428.6818181818182,422.4886363636364,4128.636363636364,22,0.306818181818187,6.193181818181813,ZC.c.3,08/24,True
2024-09,441.4125,442.75,445.4,438.6125,7423.1,20,1.3374999999999773,6.787499999999966,ZC.c.3,09/24,True
2024-10,444.8369565217391,444.70652173913044,447.92391304347825,442.2826086956522,7130.347826086957,23,-0.13043478260868824,5.641304347826065,ZC.c.3,10/24,True
2024-11,445.925,446.275,448.9625,443.2375,9764.95,20,0.3499999999999659,5.724999999999966,ZC.c.3,11/24,True
2024-12,440.85714285714283,442.0,443.92857142857144,439.01190476190476,11311.47619047619,21,1.1428571428571672,4.916666666666686,ZC.c.3,12/24,True
2025-01,454.0595238095238,455.35714285714283,457.7738095238095,451.4642857142857,9368.57142857143,21,1.2976190476190368,6.309523809523796,ZC.c.3,01/25,True
2025-02,470.80263157894734,470.89473684210526,474.4868421052632,467.32894736842104,10938.736842105263,19,0.09210526315791867,7.157894736842138,ZC.c.3,02/25,True
2025-03,448.10714285714283,447.32142857142856,450.6904761904762,444.0,21858.95238095238,21,-0.7857142857142776,6.690476190476204,ZC.c.3,03/25,True
2025-04,453.3809523809524,454.1190476190476,457.23809523809524,450.5238095238095,42924.47619047619,21,0.738095238095184,6.714285714285722,ZC.c.3,04/25,True
2025-05,452.1547619047619,451.4404761904762,455.35714285714283,449.0357142857143,27312.428571428572,21,-0.7142857142857224,6.321428571428555,ZC.c.3,05/25,True
2025-06,452.7375,452.1125,456.175,449.45,11656.0,20,-0.625,6.725000000000023,ZC.c.3,06/25,True
2025-07,442.22727272727275,442.53409090909093,445.78409090909093,438.71590909090907,9975.0,22,0.306818181818187,7.06818181818187,ZC.c.3,07/25,True
2025-08,433.51190476190476,434.29761904761904,436.9047619047619,430.5833333333333,6833.0952380952385,21,0.7857142857142776,6.321428571428612,ZC.c.3,08/25,True
2025-09,452.8095238095238,452.9166666666667,455.7142857142857,450.1309523809524,8650.761904761905,21,0.10714285714288962,5.583333333333314,ZC.c.3,09/25,True
2025-10,449.359375,449.75,451.796875,447.171875,8823.9375,16,0.390625,4.625,ZC.c.3,10/25,True
2024-01,484.79761904761904,483.95238095238096,487.1190476190476,481.07142857142856,11300.190476190477,21,-0.8452380952380736,6.047619047619037,ZC.c.4,01/24,True
2024-02,466.0375,465.575,468.7875,462.6625,15019.35,20,-0.4625000000000341,6.125,ZC.c.4,02/24,True
2024-03,475.075,476.2375,478.95,472.2625,11566.3,20,1.1625000000000227,6.6875,ZC.c.4,03/24,True
2024-04,483.2386363636364,483.25,485.875,480.34090909090907,2643.5,22,0.011363636363626028,5.534090909090935,ZC.c.4,04/24,True
2024-05,499.22727272727275,499.3181818181818,503.21590909090907,495.9318181818182,3717.818181818182,22,0.09090909090906507,7.284090909090878,ZC.c.4,05/24,True
2024-06,479.2105263157895,476.85526315789474,482.36842105263156,473.9605263157895,2780.5789473684213,19,-2.35526315789474,8.407894736842081,ZC.c.4,06/24,True
2024-07,441.09090909090907,440.7386363636364,444.8863636363636,437.1818181818182,3691.409090909091,22,-0.3522727272726911,7.704545454545439,ZC.c.4,07/24,True
2024-08,432.4318181818182,432.6931818181818,435.3863636363636,429.5113636363636,3702.590909090909,22,0.26136363636362603,5.875,ZC.c.4,08/24,True
2024-09,442.5875,443.9,446.225,440.1,3742.65,20,1.3125,6.125,ZC.c.4,09/24,True
2024-10,439.8695652173913,439.60869565217394,442.2717391304348,437.6630434782609,1837.6521739130435,23,-0.2608695652173765,4.608695652173935,ZC.c.4,10/24,True
2024-11,435.5875,435.2875,437.6875,432.725,3402.2,20,-0.2999999999999545,4.962499999999977,ZC.c.4,11/24,True
2024-12,435.0952380952381,435.9761904761905,437.6666666666667,433.4166666666667,9277.761904761905,21,0.880952380952408,4.25,ZC.c.4,12/24,True
2025-01,453.42857142857144,454.8095238095238,457.0238095238095,451.2738095238095,18219.666666666668,21,1.3809523809523512,5.75,ZC.c.4,01/25,True
2025-02,469.42105263157896,469.7236842105263,472.61842105263156,466.5657894736842,23388.263157894737,19,0.3026315789473415,6.0526315789473415,ZC.c.4,02/25,True
2025-03,457.1190476190476,456.6666666666667,459.6190476190476,453.4642857142857,16898.809523809523,21,-0.45238095238090636,6.15476190476187,ZC.c.4,03/25,True
2025-04,466.5238095238095,467.2738095238095,470.1666666666667,463.8333333333333,3945.3333333333335,21,0.75,6.333333333333371,ZC.c.4,04/25,True
2025-05,463.51190476190476,462.85714285714283,466.4404761904762,460.4642857142857,4659.809523809524,21,-0.6547619047619264,5.976190476190482,ZC.c.4,05/25,True
2025-06,462.275,461.7875,465.575,459.225,4435.2,20,-0.4874999999999545,6.349999999999966,ZC.c.4,06/25,True
2025-07,450.46590909090907,450.79545454545456,453.90909090909093,447.15909090909093,6151.454545454545,22,0.3295454545454959,6.75,ZC.c.4,07/25,True
2025-08,440.6309523809524,441.2857142857143,443.8095238095238,437.7738095238095,7020.9047619047615,21,0.6547619047618696,6.035714285714278,ZC.c.4,08/25,True
2025-09,453.5357142857143,453.8095238095238,456.1547619047619,451.29761904761904,4704.142857142857,21,0.2738095238095184,4.85714285714289,ZC.c.4,09/25,True
2025-10,446.40625,446.671875,448.59375,444.6875,1923.875,16,0.265625,3.90625,ZC.c.4,10/25,True
2024-01,495.6666666666667,495.0,497.92857142857144,492.2857142857143,654.7142857142857,21,-0.6666666666666856,5.642857142857167,ZC.c.5,01/24,True
2024-02,477.6375,477.275,480.375,474.55,1592.5,20,-0.36250000000001137,5.824999999999989,ZC.c.5,02/24,True
2024-03,484.5625,485.825,488.5,481.9625,1385.75,20,1.2624999999999886,6.537500000000023,ZC.c.5,03/24,True
2024-04,490.4886363636364,490.7613636363636,493.0568181818182,488.0113636363636,812.4090909090909,22,0.27272727272725206,5.045454545454561,ZC.c.5,04/24,True
2024-05,505.625,505.54545454545456,509.3181818181818,502.4886363636364,1288.090909090909,22,-0.07954545454543904,6.829545454545439,ZC.c.5,05/24,True
2024-06,484.69736842105266,482.7105263157895,488.10526315789474,479.9078947368421,2616.315789473684,19,-1.9868421052631788,8.197368421052659,ZC.c.5,06/24,True
2024-07,445.92045454545456,445.60227272727275,449.28409090909093,442.57954545454544,2209.5454545454545,22,-0.318181818181813,6.704545454545496,ZC.c.5,07/24,True
2024-08,433.40909090909093,433.52272727272725,435.9886363636364,430.7386363636364,1164.6363636363637,22,0.11363636363631713,5.25,ZC.c.5,08/24,True
2024-09,444.1,445.175,447.325,441.975,2894.85,20,1.0749999999999886,5.349999999999966,ZC.c.5,09/24,True
2024-10,445.5,445.35869565217394,448.0108695652174,443.5,4205.913043478261,23,-0.1413043478260647,4.5108695652173765,ZC.c.5,10/24,True
2024-11,439.55,439.2875,441.725,436.8,7579.3,20,-0.26249999999998863,4.925000000000011,ZC.c.5,11/24,True
2024-12,442.95238095238096,443.75,445.39285714285717,441.25,6336.142857142857,21,0.7976190476190368,4.142857142857167,ZC.c.5,12/24,True
2025-01,464.5238095238095,465.95238095238096,467.92857142857144,462.5595238095238,839.5714285714286,21,1.4285714285714448,5.369047619047649,ZC.c.5,01/25,True
2025-02,480.5263157894737,480.61842105263156,483.42105263157896,477.64473684210526,1255.5263157894738,19,0.09210526315786183,5.776315789473699,ZC.c.5,02/25,True
2025-03,466.9047619047619,466.3690476190476,469.1309523809524,463.45238095238096,1830.5714285714287,21,-0.5357142857143344,5.678571428571445,ZC.c.5,03/25,True
2025-04,474.4761904761905,475.1190476190476,477.89285714285717,471.8452380952381,1315.5238095238096,21,0.6428571428571104,6.047619047619094,ZC.c.5,04/25,True
2025-05,470.2261904761905,469.4642857142857,472.92857142857144,467.32142857142856,1820.4285714285713,21,-0.7619047619047592,5.60714285714289,ZC.c.5,05/25,True
2025-06,468.5875,467.9125,471.55,465.525,2988.95,20,-0.6749999999999545,6.025000000000034,ZC.c.5,06/25,True
2025-07,450.79545454545456,451.1931818181818,453.6931818181818,447.92045454545456,3934.2727272727275,22,0.39772727272725206,5.772727272727252,ZC.c.5,07/25,True
2025-08,440.5357142857143,441.1309523809524,442.9642857142857,438.23809523809524,1681.4285714285713,21,0.5952380952381304,4.726190476190482,ZC.c.5,08/25,True
2025-09,457.4761904761905,457.79761904761904,459.8095238095238,455.4642857142857,3395.0,21,0.3214285714285552,4.345238095238074,ZC.c.5,09/25,True
2025-10,457.421875,457.703125,459.578125,455.78125,3442.125,16,0.28125,3.796875,ZC.c.5,10/25,True
